agile12_sub025_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-025_hemi-L_img.nii.gz
agile12_sub025_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-025_hemi-R_img.nii.gz
agile12_sub069_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-069_hemi-L_img.nii.gz
agile12_sub069_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-069_hemi-R_img.nii.gz
agile12_sub070_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-070_hemi-L_img.nii.gz
agile12_sub070_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-070_hemi-R_img.nii.gz
agile12_sub071_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-071_hemi-L_img.nii.gz
agile12_sub071_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-071_hemi-R_img.nii.gz
agile12_sub072_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-072_hemi-L_img.nii.gz
agile12_sub072_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-072_hemi-R_img.nii.gz
agile12_sub073_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-073_hemi-L_img.nii.gz
agile12_sub073_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-073_hemi-R_img.nii.gz
agile12_sub074_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-074_hemi-L_img.nii.gz
agile12_sub074_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-074_hemi-R_img.nii.gz
agile12_sub075_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-075_hemi-L_img.nii.gz
agile12_sub075_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-075_hemi-R_img.nii.gz
agile12_sub076_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-076_hemi-L_img.nii.gz
agile12_sub076_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-076_hemi-R_img.nii.gz
agile12_sub077_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-077_hemi-L_img.nii.gz
agile12_sub077_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-077_hemi-R_img.nii.gz
agile12_sub078_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-078_hemi-L_img.nii.gz
agile12_sub078_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-078_hemi-R_img.nii.gz
agile12_sub079_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-079_hemi-L_img.nii.gz
agile12_sub079_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/agile12_sub-079_hemi-R_img.nii.gz
hcp_100206_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100206_hemi-L_img.nii.gz
hcp_100206_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100206_hemi-R_img.nii.gz
hcp_100307_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100307_hemi-L_img.nii.gz
hcp_100307_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100307_hemi-R_img.nii.gz
hcp_100408_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100408_hemi-L_img.nii.gz
hcp_100408_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100408_hemi-R_img.nii.gz
hcp_100610_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100610_hemi-L_img.nii.gz
hcp_100610_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_100610_hemi-R_img.nii.gz
hcp_101006_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101006_hemi-L_img.nii.gz
hcp_101006_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101006_hemi-R_img.nii.gz
hcp_101107_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101107_hemi-L_img.nii.gz
hcp_101107_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101107_hemi-R_img.nii.gz
hcp_101309_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101309_hemi-L_img.nii.gz
hcp_101309_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101309_hemi-R_img.nii.gz
hcp_101915_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101915_hemi-L_img.nii.gz
hcp_101915_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_101915_hemi-R_img.nii.gz
hcp_102008_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102008_hemi-L_img.nii.gz
hcp_102008_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102008_hemi-R_img.nii.gz
hcp_102109_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102109_hemi-L_img.nii.gz
hcp_102109_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102109_hemi-R_img.nii.gz
hcp_102311_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102311_hemi-L_img.nii.gz
hcp_102311_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102311_hemi-R_img.nii.gz
hcp_102513_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102513_hemi-L_img.nii.gz
hcp_102513_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102513_hemi-R_img.nii.gz
hcp_102614_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102614_hemi-L_img.nii.gz
hcp_102614_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102614_hemi-R_img.nii.gz
hcp_102715_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102715_hemi-L_img.nii.gz
hcp_102715_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102715_hemi-R_img.nii.gz
hcp_102816_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102816_hemi-L_img.nii.gz
hcp_102816_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_102816_hemi-R_img.nii.gz
hcp_103414_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103414_hemi-L_img.nii.gz
hcp_103414_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103414_hemi-R_img.nii.gz
hcp_103515_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103515_hemi-L_img.nii.gz
hcp_103515_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103515_hemi-R_img.nii.gz
hcp_103818_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103818_hemi-L_img.nii.gz
hcp_103818_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_103818_hemi-R_img.nii.gz
hcp_104012_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104012_hemi-L_img.nii.gz
hcp_104012_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104012_hemi-R_img.nii.gz
hcp_104416_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104416_hemi-L_img.nii.gz
hcp_104416_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104416_hemi-R_img.nii.gz
hcp_104820_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104820_hemi-L_img.nii.gz
hcp_104820_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_104820_hemi-R_img.nii.gz
hcp_105014_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_105014_hemi-L_img.nii.gz
hcp_105014_hemiR_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_105014_hemi-R_img.nii.gz
hcp_105115_hemiL_,/scratch/jdekrake/Hippocampal_AutoTop/trainingdata_v0.3/hcp_105115_hemi-L_img.nii.gz
